ChronicIllness	MasterProductID	MasterProductFullName
Hypertension	13388	CANDESARTAN (BLOOMS) TAB 4MG 30 
Hypertension	13390	CANDESARTAN (BLOOMS) TAB 16MG 30 
Hypertension	13391	CANDESARTAN (BLOOMS) TAB 32MG 30 
Hypertension	13399	CANDESARTAN HCTZ (BLOOMS) TAB 32MG/25MG 30 
Depression	13459	CITALOPRAM (APO) TAB 20MG 28 BOTTLE
Heart Failure	13489	ESPLER TAB 50MG 30 
Diabetes	13533	BYDUREON (VIAL + DILUENT SYR) INJ 2MG + DILUENT 4 KIT
Immunology	13534	COSENTYX INJ 150MG/ML, 1X1ML 1 
Lipids	13571	ATORVASTATIN (AMNEAL) TAB 10MG 30 
Lipids	13573	ATORVASTATIN (AMNEAL) TAB 40MG 30 
Hypertension	13620	CANDESAN TAB 4MG 30 
Hypertension	13621	CANDESAN TAB 8MG 30 
Hypertension	13668	OLMESARTAN (MYL) TAB 20MG 30 
Hypertension	13751	IRBESARTAN (AMNEAL) TAB 150MG 30 
Hypertension	13755	IRBESARTAN HCTZ (AMNEAL) TAB 300MG/25MG 30 
Heart Failure	1035	BICOR TAB 2.5MG 28 
Depression	1763	CITALOPRAM (WINTHROP) TAB 20MG 28 
Anti-Coagulant	1820	CLEXANE INJ 40MG/0.4ML 10 10
Anti-Coagulant	2083	COUMADIN TAB 1MG 50 
Anti-Coagulant	2086	COUMADIN TAB 5MG 50 
Hypertension	2107	COZAAR TAB 50MG 30 
Heart Failure	2468	DICARZ TAB 25MG 60 
Hypertension	2606	CO-DIOVAN TAB 320MG/12.5MG 28 
Hypertension	3214	EXFORGE TAB 5MG/80MG 28 
Epilepsy	3658	GABAPENTIN (GENRX) CAP 400MG 100 
Diabetes	3787	GLUCOHEXAL TAB 1000MG 90 BOTTLE
Diabetes	4157	PROTAPHANE PENFILL INJ 100 UNITS/ML, 3ML 5 1 
Heart Failure	4298	INSPRA TAB 50MG 30 
Depression	4765	LERIVON TAB 10MG 50 
Diabetes	4801	LEVEMIR PENFILL INJ 100 UNITS/ML, 3ML 5 1 
Diabetes	5195	MELIZIDE TAB 5MG 100 
Diabetes	5286	METFORMIN (HEALTHSENSE) TAB 500MG 100 
Diabetes	5287	METFORBELL TAB 850MG 60 
Diabetes	5290	METFORMIN (GEN HLTH) TAB 500MG 100 
Diabetes	5295	METFORMIN (TW) TAB 500MG 100 
Depression	5440	MIRTAZAPINE (GENRX) TAB 30MG 30 
Depression	5446	MIRTAZON TAB 45MG 30 
Depression	5520	MOCLOBEMIDE (TW) TAB 300MG 60 
Depression	5533	MOHEXAL TAB 150MG 60 
Epilepsy	5879	NEURONTIN TAB 600MG 100 
Epilepsy	6094	NUPENTIN CAP 400MG 100 
Hypertension	6163	OLMETEC PLUS TAB 40MG/25MG 30 
Depression	6530	PAROXETINE (WINTHROP) TAB 20MG 30 
Depression	6541	PAROXETINE (SANDOZ) TAB 20MG 30 BOTTLE
Urology	6953	PROSCAR TAB 5MG 30 
Lipids	6965	PRAVACHOL TAB 20MG 30 
Lipids	6982	PRAVASTATIN (CHEM-MART) TAB 40MG 30 
Lipids	6984	PRAVASTATIN (TW) TAB 40MG 30 
Lipids	6990	PRAVASTATIN-RL TAB 40MG 30 
Lipids	6991	PRAVASTATIN (MI) TAB 10MG 30 
Lipids	6999	PRAVASTATIN (GA) TAB 20MG 30 
Lipids	7012	PRAVASTATIN (TW) TAB 10MG 30 
Depression	7083	PRISTIQ ER-TAB 50MG 28 
Lipids	7147	PRAVASTATIN (SANDOZ) TAB 80MG 30 
Lipids	7342	RANSIM TAB 20MG 30 
Immunology	7414	REMICADE VL 100MG 1 
Epilepsy	7568	RIVOTRIL ORAL-LIQ 2.5MG/ML, 10ML 1 
Depression	7631	OXETINE TAB 20MG 30 BOTTLE
Epilepsy	7686	SABRIL SACH 500MG 60 
Epilepsy	7791	SEAZE TAB 25MG 56 
Epilepsy	7794	SEAZE TAB 200MG 56 
Chronic Obstructive Pulmonary Disease (COPD)	7843	SERETIDE A-HALER 500MCG/50MCG 60D 1 
Depression	7868	SERTRALINE (WINTHROP) TAB 100MG (AS HCL) 30 30
Depression	7874	SERTRA TAB 100MG (AS HCL) 30 
Depression	7876	SERTRATRUST TAB 100MG (AS HCL) 30 30
Depression	7879	SERTRALINE (CHEM-MART) TAB 50MG (AS HCL) 30 30
Depression	7883	SERTRALINE (CHEM-MART) TAB 100MG (AS HCL) 30 30
Lipids	7933	SIMVASTATIN-DP TAB 10MG 30 
Lipids	7937	SIMVABELL TAB 20MG 30 
Lipids	7957	SIMVAHEXAL TAB 40MG 30 BLISTER
Lipids	7963	SIMVASTATIN (RL) TAB 40MG 30 
Lipids	7980	SIMVATRUST TAB 20MG 30 
Lipids	7986	SIMVASTATIN-SPIRIT TAB 40MG 30 
Lipids	7988	SIMVASTATIN-GA TAB 10MG 30 
Lipids	7994	SIMVASTATIN (PHARMACOR) TAB 20MG 30 
Heart Failure	8185	SOTALOL-BC TAB 160MG 60 
Heart Failure	8186	SOTALOL (SANDOZ) TAB 80MG 60 
Heart Failure	8187	SOTALOL GENRX TAB 80MG 60 
Heart Failure	8191	SOTACOR TAB 80MG 60 
Depression	8406	CITALOPRAM (SANDOZ) TAB 20MG 28 BOTTLE
Depression	8407	CITALOPRAM (SANDOZ) TAB 20MG 28 BLISTER
Epilepsy	8412	TAMATE TAB 50MG 60 
Epilepsy	8458	TERIL TAB 200MG, 200 200 
Epilepsy	8466	TEGRETOL CR-TAB 200MG 200 
Epilepsy	8467	TEGRETOL LIQ 100MG/5ML 1 
Heart Failure	8504	TENORMIN TAB 50MG 30 
Epilepsy	8628	TOPAMAX TAB 25MG 60 BOTTLE
Epilepsy	8641	TOPAMAX TAB 200MG 60 BLISTER
Epilepsy	8643	TOPAMAX SPRINKLE CAP 15MG 60 
Epilepsy	8648	TOPIRAMATE (SANDOZ) TAB 200MG 60 
Epilepsy	8652	TOPIRAMATE (GA) TAB 50MG 60 
Heart Failure	8657	TOPROL XL CR-TAB 95MG 30 
Heart Failure	8780	TRANDATE TAB 100MG 100 
Depression	8792	TRYPTANOL TAB 25MG 50 
Lipids	8971	VASTIN CAP 20MG 28 
Heart Failure	8986	VEDILOL TAB 25MG 60 
Epilepsy	9055	VIMPAT TAB 50MG 14 
Epilepsy	9059	VIMPAT TAB 150MG 56 56
Heart Failure	9087	VISKEN TAB 15MG 50 
Depression	9131	VOXAM TAB 50MG 30 
Urology	9182	XATRAL SR-TAB 10MG 60 60
Depression	9237	XYDEP TAB 50MG (AS HCL) 30 30
Lipids	9350	ZIMSTAT TAB 10MG 30 BOTTLE
Lipids	9351	ZIMSTAT TAB 20MG 30 BOTTLE
Lipids	9355	ZIMSTAT TAB 10MG 30 BLISTER
Lipids	9390	ZOCOR TAB 80MG 30 
Depression	9407	ZOLOFT TAB 50MG 28 28
Depression	9408	ZOLOFT TAB 100MG 28 28
Depression	9417	ZOLOFT TAB 50MG (AS HCL) 30 30
Osteoporosis	9429	ACLASTA VL 5MG/100ML 1 1X100ML
Epilepsy	9432	ZONEGRAN CAP 50MG 56 
Epilepsy	9542	LEVETIRACETAM (SANDOZ) TAB 250MG 60 
Epilepsy	9546	LEVETIRACETAM (SANDOZ) TAB 1G 60 
Diabetes	9552	METFORMIN (SANDOZ) TAB 1000MG 90 BOTTLE
Epilepsy	9628	TEGRETOL TAB 100MG 100 
Epilepsy	9656	LAMOTRIGINE (APO) TAB 25MG 56 
Diabetes	9701	METFORMIN (PHARMACOR) TAB 1000MG 90 
Diabetes	9900	PIZACCORD TAB 15MG 28 
Diabetes	9901	PIZACCORD TAB 30MG 28 
Depression	9908	SERTRALINE (DRLA) TAB 50MG (AS HCL) 30 30
Diabetes	10000	PIOGLITAZONE (SANDOZ) TAB 30MG (AS HCL) 28 
Lipids	10009	SIMVASTATIN (PFIZER) TAB 80MG 30 
Hypertension	10011	TWYNSTA TAB 40MG/5MG 28 
Depression	10395	VENLAFAXINE XR (GEN HLTH) SR-CAP 150MG 28 
Lipids	10453	PRAVASTAT (PHARMACOR) TAB 10MG 30 
Lipids	10460	SIMVACOR TAB 80MG 30 
Depression	10498	ESCITALOPRAM (GA) TAB 10MG 28 
Depression	10533	SERTRALINE (AURO) TAB 100MG (AS HCL) 30 
Lipids	10543	TROVAS TAB 20MG 30 BLISTER
Lipids	10544	TROVAS TAB 20MG 30 BOTTLE
Lipids	10546	TROVAS TAB 40MG 30 BOTTLE
Depression	10604	ELAXINE SR SR-CAP 150MG 28 
Epilepsy	10661	NUPENTIN TAB 800MG 100 
Depression	10782	SERTRALINE (PFIZER) TAB 50MG (AS HCL) 30 
Hypertension	10787	TELMISARTAN (TPX BASE) TAB 80MG 28 
Depression	10798	VENLAFAXINE XR (SANDOZ) SR-CAP 150MG 28 
Depression	10802	VENLEXOR XR SR-CAP 75MG 28 
Depression	10836	MILIVIN OD 30 OR-DISTAB 30MG 30 
Lipids	10849	PRAVASTATIN (ACTAVIS) TAB 10MG 30 
Heart Failure	10910	BISO TAB 5MG 28 
Lipids	10944	SIMVASTATIN (SANDOZ) TAB 20MG 30 
Heart Failure	10957	VOLIROP TAB 6.25MG 60 
Diabetes	10991	METFORMIN (PFIZER) TAB 1000MG 90 
Depression	11103	REMERON SOLTAB OR-DISTAB 30MG 30 
Lipids	11111	SIMVASTATIN (DRLA) TAB 10MG 30 
Lipids	11112	SIMVASTATIN (DRLA) TAB 20MG 30 
Diabetes	11158	VICTOZA PFP 6MG/ML 3ML (2 PEN) 2 
Depression	11196	PAROXETINE (PS) TAB 20MG 30 
Osteoporosis	11207	RISEDRONATE (TW) ONCE-A-MONTH TAB 150MG 1 
Epilepsy	11283	REEDOS TAB 100MG 56 
Epilepsy	11284	REEDOS TAB 200MG 56 
Depression	11437	DULOXETINE (APO) CAP 30MG 28 
Hypertension	11472	IRBESARTAN HCTZ (RBX) TAB 150MG/12.5MG 30 
Diabetes	11539	METFORMIN XR 500 (CHEM MART) ER-TAB 500MG 120 120
Lipids	11568	ROSUVASTATIN (SANDOZ) TAB 5MG 30 
Lipids	11577	ROSUVASTATIN (ACTAVIS) TAB 20MG 30 
Lipids	11578	ROSUVASTATIN (GH) TAB 20MG 30 
Lipids	11584	ROSUVASTATIN (ACTAVIS) TAB 40MG 30 
Lipids	11591	ROSUVASTATIN (ACTAVIS) TAB 5MG 30 
Hypertension	11717	PRITOR PLUS TAB 40MG/12.5MG 28 
Hypertension	11718	PRITOR PLUS TAB 80MG/12.5MG 28 
Hypertension	11719	PRITOR PLUS TAB 80MG/25MG 28 
Lipids	11724	ROSTOR 20 TAB 20MG 30 
Epilepsy	11732	VIMPAT TAB 100MG 14 14
Epilepsy	11733	VIMPAT TAB 150MG 14 14
Hypertension	11740	CANDESARTAN HCT (SANDOZ) TAB 32MG/12.5MG 30 
Urology	11767	TAMSULOSIN (SANDOZ) SR-TAB 400MCG 30 
Epilepsy	11783	GABAPENTIN (ASPEN) CAP 300MG 100 
Depression	11802	VENLAFAXINE SR (SCP) SR-CAP 150MG 28 
Hypertension	11822	SEVIKAR HCT TAB 40MG/10MG/25MG 30 
Hypertension	11837	CANDESARTAN (AURO) TAB 4MG 30 
Depression	11844	DEOTINE CAP 30MG 28 
Depression	11909	SERTRALINE (APO) TAB 100MG (AS HCL) 30 30
Diabetes	11959	TRAJENTAMET TAB 2.5MG/500MG 60 
Hypertension	12053	CANDESARTAN (TW) TAB 8MG 30 
Urology	12080	TAMSULOSIN (SANDOZ) MR-TAB 400MCG 30 
Depression	12093	MIRTAZAPINE ODT (SANDOZ) OR-DISTAB 45MG 30 
Lipids	12100	ROSUVASTATIN-DRLA TAB 20MG 30 
Lipids	12102	ROSUVASTATIN-DRLA TAB 5MG 30 
Heart Failure	12155	METROL-XL CR-TAB 190MG 30 
Hypertension	12265	IRBESARTAN (AN) TAB 75MG 30 
Hypertension	12274	IRBESARTAN HCT (GH) TAB 150MG/12.5MG 30 
Depression	12311	MOCLOBEMIDE (AN) TAB 300MG 60 
Diabetes	12341	PIOGLITAZONE (AN) TAB 15MG (AS HCL) 28 
Hypertension	12380	TELMISARTAN (AN) TAB 40MG 28 
Hypertension	12387	TELMISARTAN (APO) TAB 40MG 28 
Hypertension	12393	TELTARTAN TAB 80MG 28 
Hypertension	12404	TELMISARTAN HCTZ (APO) TAB 40MG/12.5MG 28 
Hypertension	12410	TELMISARTAN HCTZ (TW) TAB 80MG/12.5MG 28 
Hypertension	12415	TELTARTAN HCT TAB 80MG/25MG 28 
Hypertension	12419	TELMISARTAN (CHEM-MART) TAB 40MG 28 
Hypertension	12420	TELMISARTAN (PHARMACOR) TAB 40MG 28 
Hypertension	12441	VALSARTAN (APO) TAB 160MG 28 
Hypertension	12442	VALSARTAN (APO) TAB 320MG 28 
Depression	12443	VENLAFAXINE SR (AN) SR-CAP 75MG 28 
Depression	12445	VENLAFAXINE SR (AN) SR-CAP 37.5MG 28 
Osteoporosis	12647	RALOXIFENE (CHEM-MART) TAB 60MG 28 28
Hypertension	12663	VALSARTAN HCTZ (APO) TAB 320MG/12.5MG 28 
Lipids	12689	ROSUVASTATIN (APO) TAB 20MG 30 BOTTLE
Lipids	12759	ROSUVASTATIN (BLOOMS) TAB 5MG 30 
Depression	12795	DESFAX ER-TAB 100MG 28 
Lipids	12867	PRAVASTATIN-AURO TAB 40MG 30 
Immunology	13125	INFLECTRA VL 100MG 1 
Osteoporosis	13153	ZOLEDASTA VL 5MG/100ML 1 1X100ML
Hypertension	13405	IRBESARTAN HCTZ (BLOOMS) TAB 150MG/12.5MG 30 
Depression	-4	ALTVEN XR SR-CAP 150MG 28 
Depression	-3	ALTVEN XR SR-CAP 75MG 28 
Diabetes	140	ACTOS TAB 15MG (AS HCL) 28 
Osteoporosis	193	ADRONAT TAB 70MG 4 
Osteoporosis	268	ALENDRONATE (SANDOZ) TAB 70MG 4 
Diabetes	388	AMARYL TAB 2MG 30 
Diabetes	390	AMARYL TAB 3MG 30 
Depression	418	AMIRA TAB 150MG 60 BOTTLE
Depression	514	ANAFRANIL TAB 25MG 50 
Heart Failure	551	ANSELOL TAB 50MG 30 
Diabetes	580	APIDRA SOLOSTAR INJ 100 UNITS/ML, 3ML 5 1 
Depression	592	CITALOPRAM (APO) TAB 40MG 28 
Depression	599	FLUVOXAMINE (APO) TAB 50MG 30 
Depression	600	FLUVOXAMINE (APO) TAB 100MG 30 
Depression	611	MIRTAZAPINE (APO) TAB 45MG 30 
Lipids	617	PRAVASTATIN (APO) TAB 80MG 30 
Lipids	625	SIMVASTATIN (APO) TAB 20MG 30 
Lipids	626	SIMVASTATIN (APO) TAB 40MG 30 
Lipids	627	SIMVASTATIN (APO) TAB 80MG 30 
Epilepsy	633	TOPIRAMATE (APO) TAB 50MG 60 
Depression	705	ARIMA TAB 150MG 60 
Depression	707	ARIMA TAB 300MG 60 
Hypertension	766	ATACAND PLUS TAB 16MG/12.5MG 30 
Hypertension	768	ATACAND PLUS TAB 32MG/12.5MG 30 
Hypertension	769	ATACAND PLUS TAB 32MG/25MG 30 
Heart Failure	772	ATENOLOL (CHEM-MART) TAB 50MG 30 
Heart Failure	776	ATENOLOL-BC TAB 50MG 30 BOTTLE
Heart Failure	779	ATENOLOL (APO) TAB 50MG 30 BLISTER
Lipids	840	AUSGEM TAB 600MG 60 
Diabetes	850	AVANDIA TAB 4MG 28 
Diabetes	859	AVANDAMET TAB 2MG/1G 56 
Hypertension	862	AVAPRO HCT TAB 300MG/12.5MG 30 
Hypertension	864	AVAPRO TAB 150MG 30 
Hypertension	866	AVAPRO HCT TAB 300MG/25MG 30 
Hypertension	867	AVAPRO TAB 75MG 28 28
Urology	882	AVODART CAP 500MCG 30 
Depression	886	AXIT TAB 15MG 30 
Heart Failure	928	BARBLOC TAB 15MG 50 
Heart Failure	1059	BISOPROLOL (SANDOZ) TAB 2.5MG 28 
Heart Failure	1062	BISPRO TAB 2.5MG 28 
Heart Failure	1063	BISPRO TAB 5MG 28 
Heart Failure	1159	BETALOC TAB 100MG 60 
Heart Failure	1160	BETALOC TAB 50MG 100 
Diabetes	1182	BYETTA PFP 5MCG/DOSE, 1.2ML 1 60 DOSE
Heart Failure	1226	CARDOL TAB 160MG 60 
Lipids	1257	CADUET TAB 5MG/20MG 30 
Epilepsy	1369	CARBAMAZEPINE (SANDOZ) TAB 100MG, 200 200 
Epilepsy	1370	CARBAMAZEPINE (SANDOZ) TAB 200MG, 200 200 
Heart Failure	1393	CARVEDILOL (CHEM-MART) TAB 3.125MG 30 
Heart Failure	1394	CARVEDILOL (TW) TAB 3.125MG 30 
Heart Failure	1396	CARVEDILOL (TW) TAB 6.25MG 60 
Heart Failure	1399	CARVEDILOL (CHEM-MART) TAB 25MG 60 
Heart Failure	1404	CARVEDILOL (GN) TAB 25MG 60 
Heart Failure	1410	CARVEDILOL (GEN HLTH) TAB 25MG 60 
Heart Failure	1412	CARVEDILOL (GENRX) TAB 6.25MG 60 
Lipids	1644	CHOLSTAT TAB 40MG 30 
Depression	1672	CIAZIL TAB 20MG 28 
Depression	1762	CITALOPRAM-RL TAB 20MG 28 
Depression	1766	CITALOPRAM (GEN HLTH) TAB 20MG 28 
Anti-Coagulant	1819	CLEXANE INJ 20MG/0.2ML 10 
Anti-Coagulant	1824	CLEXANE INJ 100MG 2 
Anti-Coagulant	1825	CLEXANE INJ 40MG/0.4ML 5 5
Anti-Coagulant	1828	CLEXANE INJ 100MG/1ML 10 10
Anti-Coagulant	1831	CLEXANE INJ 60MG/0.6ML 15 15
Anti-Coagulant	1833	CLEXANE INJ 100MG/1ML 15 15
Anti-Coagulant	1837	CLEXANE INJ 100MG/1ML 6 6
Anti-Coagulant	1838	CLEXANE INJ 40MG/0.4ML 15 15
Depression	1853	CLOBEMIX TAB 150MG 60 
Depression	1854	CLOBEMIX TAB 300MG 60 
Depression	1864	CLOMIPRAMINE (CHEM-MART) TAB 25MG 50 
Depression	1867	CLOMIPRAMINE-BC TAB 25MG 50 
Heart Failure	1918	CORBETON TAB 40MG 100 
Anti-Coagulant	2087	COUMADIN TAB 7.5MG 50 
Lipids	2117	CRESTOR TAB 10MG 30 
Diabetes	2430	DIABEX TAB 850MG 60 
Diabetes	2433	DIABEX XR ER-TAB 500MG 90 90
Diabetes	2436	DIAFORMIN TAB 850MG 60 
Diabetes	2440	DIAFORMIN XR ER-TAB 500MG 120 
Heart Failure	2467	DICARZ TAB 12.5MG 60 
Heart Failure	2469	DICARZ TAB 6.25MG 60 
Heart Failure	2535	DILASIG TAB 3.125MG 30 
Heart Failure	2538	DILATREND TAB 12.5MG 60 
Epilepsy	2550	DILANTIN SUSP 30MG/5ML 500ML 1 
Diabetes	2599	DIMIREL TAB 4MG 30 
Hypertension	2607	CO-DIOVAN TAB 320MG/25MG 28 
Hypertension	2608	DIOVAN TAB 320MG 28 
Hypertension	2610	DIOVAN TAB 80MG 28 
Hypertension	2613	CO-DIOVAN TAB 80MG/12.5MG 28 
Osteoporosis	2754	DRONALEN PLUS TAB 70MG/140MCG 4 
Depression	2877	EDRONAX TAB 4MG 60 
Depression	2884	EFEXOR XR SR-CAP 75MG 28 
Depression	2885	EFEXOR XR SR-CAP 150MG 28 
Depression	2931	ELEVA TAB 50MG (AS HCL) 30 30
Immunology	3020	ENBREL VL 50MG + SOLVENT 1ML 1 4
Immunology	3021	ENBREL PFS 50MG/1ML 1 4
Immunology	3024	ENBREL INJ 50MG/1ML SINGLE-USE 1 4
Epilepsy	3058	EPILIM EC-TABS 200MG 100 
Epilepsy	3059	EPILIM TAB 100MG 100 
Hypertension	3094	EPROSARTAN (TPX BASE) TAB 400MG 28 
Epilepsy	3096	EPILIM SYRP 200MG/5ML 300ML 1 
Depression	3129	ESCITALOPRAM (TW) TAB 20MG 28 
Depression	3131	ESIPRAM TAB 20MG 28 
Depression	3133	ESITALO TAB 20MG 28 
Diabetes	3183	EUGLUCON TAB 5MG 100 
Depression	3197	EVELEXA XR SR-CAP 150MG 28 
Depression	3198	EVELEXA XR SR-CAP 37.5MG 28 
Osteoporosis	3201	EVISTA TAB 60MG 21 21
Hypertension	3213	EXFORGE TAB 5MG/160MG 28 
Diabetes	3509	FORMET TAB 500MG 100 BLISTER
Diabetes	3511	FORMET TAB 1000MG 90 BLISTER
Diabetes	3513	FORMET TAB 500MG 100 BOTTLE
Osteoporosis	3516	FORTEO MULTI-DOSE PFP 250MCG/ML, 2.4ML 1 
Epilepsy	3640	GABAPENTIN (GENRX) TAB 600MG 100 
Epilepsy	3641	GABAPENTIN (GENRX) TAB 800MG 100 
Epilepsy	3646	GABATINE CAP 400MG 100 
Epilepsy	3649	GABAPENTIN (SANDOZ) CAP 300MG 100 
Epilepsy	3652	GABATINE TAB 800MG 100 
Epilepsy	3655	GABAPENTIN (GENRX) CAP 300MG 100 
Epilepsy	3656	GABAPENTIN (DBL) CAP 400MG 100 
Epilepsy	3657	GABAPENTIN (DOUGLAS) CAP 400MG 100 
Epilepsy	3664	GABITRIL TAB 5MG 50 50
Epilepsy	3668	GANTIN CAP 300MG 100 
Epilepsy	3669	GANTIN CAP 400MG 100 
Epilepsy	3670	GANTIN TAB 800MG 100 
Lipids	3722	GEMFIBROMAX TAB 600MG 60 
Diabetes	3773	GLUCOPHAGE TAB 850MG 60 
Diabetes	3789	GLIMEL TAB 5MG 100 
Diabetes	3791	GLICLAZIDE (CHEM-MART) TAB 80MG 100 
Diabetes	3792	GLICLAZIDE (HEALTHSENSE) TAB 80MG 100 
Diabetes	3793	GLICLAZIDE (TW) TAB 80MG 100 
Diabetes	3795	GLICLAZIDE MR (APO) MR-TAB 30MG 100 
Diabetes	3796	GLICLAZIDE MR (CHEM MART) MR-TAB 30MG 100 
Diabetes	3797	GLICLAZIDE MR (TW) MR-TAB 30MG 100 
Diabetes	3817	GLUCOPHAGE TAB 500MG 100 
Diabetes	3827	GLUCOBAY TAB 50MG 90 
Diabetes	3834	GLUCOMET TAB 850MG 60 
Diabetes	3854	GLUCOVANCE TAB 500MG/2.5MG 90 
Diabetes	3863	GLYADE TAB 80MG 100 
Diabetes	4072	HUMALOG MIX50 KWIKPEN INJ 50+50UNITS/ML, 3ML 5 1 
Immunology	4081	HUMIRA PFS 40MG/0.8ML 2 2
Immunology	4083	HUMIRA PFP 40MG/0.8ML 1 6
Diabetes	4088	HUMULIN 30/70 INJ 100 UNITS/ML, 3ML 5 1 
Urology	4146	HYTRIN TAB 2MG 30 30
Urology	4150	HYTRIN TAB 5MG 28 28
Diabetes	4231	HUMULIN R INJ 100 UNITS/ML, 10ML 1 
Diabetes	4236	ACTRAPID INJ 100 UNITS/ML, 10ML 1 
Diabetes	4248	MIXTARD HM INJ 30/70 10ML 1 
Heart Failure	4253	INDERAL TAB 10MG 100 
Heart Failure	4254	INDERAL TAB 40MG 100 
Heart Failure	4297	INSPRA TAB 25MG 30 
Diabetes	4479	JANUMET TAB 50MG/500MG 56 
Diabetes	4481	JANUMET TAB 50MG/1000MG 56 
Hypertension	4538	KARVEA TAB 150MG 28 28
Hypertension	4542	KARVEA TAB 75MG 30 
Hypertension	4543	KARVEA TAB 150MG 30 
Hypertension	4545	KARVEZIDE TAB 300MG/25MG 30 
Epilepsy	4579	KEPCET TAB 500MG 60 
Epilepsy	4587	KEPPRA O-SOLN 100MG/ML, 300ML 1 
Immunology	4607	KINERET PFS 100MG/0.67ML 28 
Epilepsy	4662	LAMICTAL TAB 25MG 56 
Epilepsy	4677	LAMICTAL TAB 5MG 56 
Epilepsy	4682	LAMOGINE TAB 200MG 56 
Epilepsy	4689	LAMOTRIGINE (GENRX) TAB 200MG 56 
Epilepsy	4692	LAMOTRIGINE (GH) TAB 50MG 56 
Epilepsy	4693	LAMOTRIGINE (GH) TAB 100MG 56 
Epilepsy	4697	LAMOTRIGINE (GA) TAB 100MG 56 
Epilepsy	4698	LAMOTRIGINE (GA) TAB 200MG 56 
Epilepsy	4699	LAMOTRIGINE (SANDOZ) TAB 25MG 56 
Epilepsy	4701	LAMOTRIGINE (SANDOZ) TAB 100MG 56 
Epilepsy	4702	LAMOTRIGINE (SANDOZ) TAB 200MG 56 
Epilepsy	4709	LAMOGINE TAB 25MG 56 
Diabetes	4721	LANTUS INJ 100 UNITS/ML, 10ML 1 
Diabetes	4723	LANTUS SOLOSTAR INJ 100 UNITS/ML, 3ML 5 1 
Epilepsy	4794	LEVETIRACETAM (TW) TAB 500MG 60 
Diabetes	4800	LEVEMIR FLEXPEN INJ 100 UNITS/ML, 3ML 5 1 
Epilepsy	4802	LEVETIRACETAM (APO) TAB 250MG 60 
Depression	4821	LEXAPRO (SPC BASE) TAB 10MG 28 
Depression	4822	LEXAPRO (SPC BASE) TAB 20MG 28 
Depression	4823	LEXAPRO (SPC BASE) O-SOLN 10MG/ML, 28ML 1 
Depression	4824	LEXAM TAB 10MG 28 
Lipids	4860	LIPITOR TAB 10MG 30 
Lipids	4862	LIPIDIL TAB 48MG 60 
Lipids	4863	LIPIDIL TAB 145MG 30 
Lipids	4866	LIPIGEM TAB 600MG 60 
Lipids	4871	LIPIDIL TAB 160MG 30 
Lipids	4878	LIPOSTAT TAB 80MG 30 
Lipids	4884	LIPRACHOL TAB 10MG 30 
Depression	4939	LITHICARB TAB 250MG 100 100
Epilepsy	5053	LYRICA CAP 75MG 56 
Immunology	5070	MABTHERA IV-SOLN 500MG/50ML 1 
Immunology	5071	MABTHERA IV-SOLN 500MG/50ML 1 
Depression	5105	MAOSIG TAB 150MG 60 
Diabetes	5279	METEX XR ER-TAB 500MG, 120 1 
Diabetes	5281	METFORMIN (CHEM-MART) TAB 500MG 100 
Diabetes	5285	METFORBELL TAB 500MG 100 
Diabetes	5289	METFORMIN (CR) TAB 850MG 60 
Diabetes	5300	METFORMIN (CHEM-MART) TAB 850MG 60 
Diabetes	5301	METFORMIN (HEALTHSENSE) TAB 850MG 60 
Heart Failure	5314	METOPROLOL (SBPA) TAB 100MG 60 
Heart Failure	5315	METOLOL TAB 50MG 100 
Heart Failure	5323	METOPROLOL (GENRX) TAB 100MG 60 
Heart Failure	5324	METOPROLOL (CHEM-MART) TAB 100MG 60 
Heart Failure	5325	METOPROLOL (HEALTHSENSE) TAB 100MG 60 
Heart Failure	5331	METOHEXAL TAB 100MG 60 
Hypertension	5373	MICARDIS TAB 80MG 28 
Hypertension	5374	MICARDIS PLUS TAB 40MG/12.5MG 28 
Hypertension	5375	MICARDIS PLUS TAB 80MG/12.5MG 28 
Depression	5439	MIRTAZAPINE (SANDOZ) TAB 45MG 30 
Depression	5441	MIRTAZAPINE (CHEM-MART) TAB 30MG 30 
Heart Failure	5476	MINAX TAB 50MG 100 
Depression	5512	MOCLOBEMIDE-BC TAB 300MG 60 
Depression	5513	MOCLOBEMIDE (DBL) TAB 150MG 60 
Epilepsy	5732	MYSOLINE TAB 250MG 200 
Depression	5989	NORTAB TAB 25MG 50 
Diabetes	6051	NOVORAPID PENFILL INJ 100 UNITS/ML, 3ML 5 1 
Diabetes	6052	NOVORAPID INJ 100 UNITS/ML, 10ML 1 
Epilepsy	6092	NUPENTIN CAP 100MG 100 
Hypertension	6162	OLMETEC PLUS TAB 40MG/12.5MG 30 
Epilepsy	6277	OSPOLOT TAB 50MG 200 
Epilepsy	6278	OSPOLOT TAB 200MG 200 
Depression	6531	PAROXETINE (GEN HLTH) TAB 20MG 30 
Depression	6533	PAROXO (PHARMACOR) TAB 20MG 30 
Depression	6537	PAROXETINE (HEALTHSENSE) TAB 20MG 30 
Depression	6554	PAXTINE TAB 20MG 30 BLISTER
Epilepsy	6730	PHENOBARBITONE (FM) AMP 200MG (AS SODIUM) 5 
Anti-Coagulant	6970	PRADAXA CAP 75MG 10 BLISTER
Lipids	6986	PRAVASTATIN-RL TAB 10MG 30 
